ONT-filename	ONT-sample_ID	ONT-path	ONT-filetype	ONT-library_ID	ONT-library_strategy	ONT-library_source	ONT-library_selection	ONT-library_layout	ONT-platform	ONT-instrument_model	ONT-design_description	ONT-data_type	ONT-shear_method	ONT-size_selection	ONT-seq_kit	ONT-basecaller	ONT-basecaller_version	ONT-basecaller_model	ONT-generator_facility	ONT-generator_contact	ONT-read_N50	ONT-coverage	ONT-100kb+	ONT-200kb+	ONT-300kb+	ONT-400kb+	ONT-500kb+	ONT-1Mb+	ONT-whales	HiFi-sample_ID	HiFi-filename	HiFi-library_ID	HiFi-library_strategy	HiFi-library_source	HiFi-library_selection	HiFi-library_layout	HiFi-platform	HiFi-instrument_model	HiFi-design_description	HiFi-data_type	HiFi-shear_method	HiFi-size_selection	HiFi-ccs_algorithm	HiFi-polymerase_version	HiFi-seq_plate_chemistry_version	HiFi-generator_facility	HiFi-generator_contact	HiFi-notes	HiFi-total_reads	HiFi-total_bp	HiFi-total_Gbp	HiFi-min	HiFi-max	HiFi-quartile_25	HiFi-quartile_50	HiFi-quartile_75	HiFi-N25	HiFi-N50	HiFi-N75	DEEPCONSENSUS-filename	DEEPCONSENSUS-sample_ID	DEEPCONSENSUS-library_ID	DEEPCONSENSUS-library_strategy	DEEPCONSENSUS-library_source	DEEPCONSENSUS-library_selection	DEEPCONSENSUS-library_layout	DEEPCONSENSUS-platform	DEEPCONSENSUS-instrument_model	DEEPCONSENSUS-design_description	DEEPCONSENSUS-data_type	DEEPCONSENSUS-shear_method	DEEPCONSENSUS-size_selection	DEEPCONSENSUS-DeepConsensus_version	DEEPCONSENSUS-polymerase_version	DEEPCONSENSUS-seq_plate_chemistry_version	DEEPCONSENSUS-generator_facility	DEEPCONSENSUS-generator_contact	DEEPCONSENSUS-total_reads	DEEPCONSENSUS-total_bp	DEEPCONSENSUS-total_Gbp	DEEPCONSENSUS-min	DEEPCONSENSUS-max	DEEPCONSENSUS-quartile_25	DEEPCONSENSUS-quartile_50	DEEPCONSENSUS-quartile_75	DEEPCONSENSUS-N25	DEEPCONSENSUS-N50	DEEPCONSENSUS-N75
"['09_27_2022_R941_GM20799_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '09_27_2022_R941_GM20799_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '09_27_2022_R941_GM20799_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	GM20799	"['s3://human-pangenomics/working/HPRC/NA20799/raw_data/nanopore/guppy_6/09_27_2022_R941_GM20799_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/NA20799/raw_data/nanopore/guppy_6/09_27_2022_R941_GM20799_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/NA20799/raw_data/nanopore/guppy_6/09_27_2022_R941_GM20799_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['09_27_2022_R941_GM20799_1' '09_27_2022_R941_GM20799_2'
 '09_27_2022_R941_GM20799_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	66555.66666666667	58.34	18.26	3.62	0.5700000000000001	0.1	0.02	0.0	3.0																																																											
"['09_27_2022_R941_GM20905_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '09_27_2022_R941_GM20905_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '09_27_2022_R941_GM20905_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	GM20905	"['s3://human-pangenomics/working/HPRC/NA20905/raw_data/nanopore/guppy_6/09_27_2022_R941_GM20905_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/NA20905/raw_data/nanopore/guppy_6/09_27_2022_R941_GM20905_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/NA20905/raw_data/nanopore/guppy_6/09_27_2022_R941_GM20905_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['09_27_2022_R941_GM20905_1' '09_27_2022_R941_GM20905_2'
 '09_27_2022_R941_GM20905_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	72855.0	60.55	21.99	6.1	1.52	0.39	0.11	0.0	7.0																																																											
"['09_27_2022_R941_HG03742_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '09_27_2022_R941_HG03742_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '09_27_2022_R941_HG03742_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG03742	"['s3://human-pangenomics/working/HPRC/HG03742/raw_data/nanopore/guppy_6/09_27_2022_R941_HG03742_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03742/raw_data/nanopore/guppy_6/09_27_2022_R941_HG03742_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03742/raw_data/nanopore/guppy_6/09_27_2022_R941_HG03742_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	[nan nan nan]	"['09_27_2022_R941_HG03742_1' '09_27_2022_R941_HG03742_2'
 '09_27_2022_R941_HG03742_3']"	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	76131.33333333333	59.89	22.38	5.74	1.22	0.28	0.08	0.0	18.0																																																											
"['10_12_21_R941_HG02015_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '10_12_21_R941_HG02015_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '10_12_21_R941_HG02015_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '10_12_21_R941_HG02015_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG02015	"['s3://human-pangenomics/working/HPRC/HG02015/raw_data/nanopore/guppy_6/10_12_21_R941_HG02015_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02015/raw_data/nanopore/guppy_6/10_12_21_R941_HG02015_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02015/raw_data/nanopore/guppy_6/10_12_21_R941_HG02015_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02015/raw_data/nanopore/guppy_6/10_12_21_R941_HG02015_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['10_12_21_R941_HG02015_1' '10_12_21_R941_HG02015_2'
 '10_12_21_R941_HG02015_3' '10_12_21_R941_HG02015_4']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	101381.75	33.86	17.21	4.6	0.87	0.16	0.05	0.0	2.0																																																											
"['10_12_21_R941_HG02056_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '10_12_21_R941_HG02056_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '10_12_21_R941_HG02056_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG02056	"['s3://human-pangenomics/working/HPRC/HG02056/raw_data/nanopore/guppy_6/10_12_21_R941_HG02056_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02056/raw_data/nanopore/guppy_6/10_12_21_R941_HG02056_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02056/raw_data/nanopore/guppy_6/10_12_21_R941_HG02056_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['10_12_21_R941_HG02056_1' '10_12_21_R941_HG02056_2'
 '10_12_21_R941_HG02056_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	83527.66666666667	48.7	19.48	3.67	0.66	0.18	0.06	0.0	8.0																																																											
"['10_12_21_R941_HG02129_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '10_12_21_R941_HG02129_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '10_12_21_R941_HG02129_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG02129	"['s3://human-pangenomics/working/HPRC/HG02129/raw_data/nanopore/guppy_6/10_12_21_R941_HG02129_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02129/raw_data/nanopore/guppy_6/10_12_21_R941_HG02129_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02129/raw_data/nanopore/guppy_6/10_12_21_R941_HG02129_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['10_12_21_R941_HG02129_1' '10_12_21_R941_HG02129_2'
 '10_12_21_R941_HG02129_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	81668.33333333333	41.88	16.259999999999998	2.9	0.48	0.12	0.03	0.0	6.0																																																											
"['12_08_21_R941_HG00423_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '12_08_21_R941_HG00423_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '12_08_21_R941_HG00423_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG00423	"['s3://human-pangenomics/working/HPRC/HG00423/raw_data/nanopore/guppy_6/12_08_21_R941_HG00423_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG00423/raw_data/nanopore/guppy_6/12_08_21_R941_HG00423_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG00423/raw_data/nanopore/guppy_6/12_08_21_R941_HG00423_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['12_08_21_R941_HG00423_1' '12_08_21_R941_HG00423_2'
 '12_08_21_R941_HG00423_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.4.6	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	91438.0	60.44	27.51	7.21	1.45	0.33	0.11	0.0	11.0																																																											
"['12_08_21_R941_HG02027_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '12_08_21_R941_HG02027_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '12_08_21_R941_HG02027_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG02027	"['s3://human-pangenomics/working/HPRC/HG02027/raw_data/nanopore/guppy_6/12_08_21_R941_HG02027_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02027/raw_data/nanopore/guppy_6/12_08_21_R941_HG02027_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02027/raw_data/nanopore/guppy_6/12_08_21_R941_HG02027_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['12_08_21_R941_HG02027_1' '12_08_21_R941_HG02027_2'
 '12_08_21_R941_HG02027_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.4.6	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	61488.333333333336	60.120000000000005	16.27	2.07	0.39	0.12	0.04	0.0	7.0																																																											
"['12_08_21_R941_HG02083_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '12_08_21_R941_HG02083_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '12_08_21_R941_HG02083_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG02083	"['s3://human-pangenomics/working/HPRC/HG02083/raw_data/nanopore/guppy_6/12_08_21_R941_HG02083_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02083/raw_data/nanopore/guppy_6/12_08_21_R941_HG02083_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02083/raw_data/nanopore/guppy_6/12_08_21_R941_HG02083_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['12_08_21_R941_HG02083_1' '12_08_21_R941_HG02083_2'
 '12_08_21_R941_HG02083_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.4.6	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	75473.66666666667	76.73	26.85	4.23	0.74	0.27	0.14	0.03	62.0																																																											
"['12_08_21_R941_HG02523_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '12_08_21_R941_HG02523_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '12_08_21_R941_HG02523_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG02523	"['s3://human-pangenomics/working/HPRC/HG02523/raw_data/nanopore/guppy_6/12_08_21_R941_HG02523_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02523/raw_data/nanopore/guppy_6/12_08_21_R941_HG02523_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02523/raw_data/nanopore/guppy_6/12_08_21_R941_HG02523_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['12_08_21_R941_HG02523_1' '12_08_21_R941_HG02523_2'
 '12_08_21_R941_HG02523_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.4.6	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	74734.33333333333	77.62	26.71	3.8	0.59	0.2	0.09	0.01	26.0																																																											
																														HG01891	"['m54329U_200124_193652.ccs.bam' 'm54329U_200127_180554.ccs.bam'
 'm54329U_200129_001928.ccs.bam' 'm54329U_200130_064539.ccs.bam']"	HG01891.HiFiEx_f2	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	g-TUBE	SageELF	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	[nan nan nan nan]	6767965.0	115126112334.0	115.12	46.0	44384.75	15781.75	16865.0	18096.0	15930.0	17039.5	18287.75																													
																														HG01123	"['m54329U_200201_051510.ccs.bam' 'm54329U_200203_181235.ccs.bam'
 'm54329U_200205_002609.ccs.bam' 'm54329U_200206_215926.ccs.bam']"	HG01123_HiFiEx_f2	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 17kb fractionated gDNA	unaligned reads	g-TUBE	SageELF	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	[nan nan nan nan]	7155201.0	119417336179.0	119.4	46.0	43082.25	14998.75	16470.25	18144.0	15302.25	16815.5	18543.0																													
																														HG02559	"['m54329U_200211_192235.ccs.bam' 'm54329U_200217_055345.ccs.bam'
 'm54329U_200219_181523.ccs.bam' 'm64076_200215_021919.ccs.bam'
 'm64076_200217_055339.ccs.bam']"	"['HG02559.HiFiEx_b6' 'HG02559.HiFiEx_f2' 'HG02559.HiFiEx_f2'
 'HG02559.HiFiEx_f2' 'HG02559.HiFiEx_f2']"	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	g-TUBE	SageELF	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	[nan nan nan nan nan]	6319123.0	128540762559.0	128.54	46.2	47600.4	18524.8	19951.2	21644.2	18764.8	20247.0	22029.4																													
																														HG02486	"['m54329U_200215_021808.ccs.bam' 'm54329U_200313_161638.ccs.bam'
 'm54329U_200315_215927.ccs.bam' 'm54329U_200317_041347.ccs.bam'
 'm54329U_200320_213710.ccs.bam' 'm64076_200211_192227.ccs.bam']"	"['HG02486.HiFiEx_f2' 'HG02486.HiFiEx2_f2' 'HG02486.HiFiEx2_f2'
 'HG02486.HiFiEx2_f2' 'HG02486.HiFiEx2_f2' 'HG02486.HiFiEx_b6']"	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	"['HiFi sequencing of 22kb fractionated gDNA'
 'HiFi sequencing of 18kb fractionated gDNA'
 'HiFi sequencing of 18kb fractionated gDNA'
 'HiFi sequencing of 18kb fractionated gDNA'
 'HiFi sequencing of 18kb fractionated gDNA'
 'HiFi sequencing of 19kb fractionated gDNA']"	unaligned reads	g-TUBE	SageELF	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	"[nan 'second library prep' 'second library prep' 'second library prep'
 'second library prep' nan]"	6671935.0	123904875583.0	123.92	46.5	45554.5	17439.5	18733.0	20268.83333333333	17658.5	19000.0	20602.33333333333																													
																														HG01361	"['m54329U_200306_185930.ccs.bam' 'm54329U_200308_194417.ccs.bam'
 'm54329U_200310_015838.ccs.bam' 'm54329U_200311_082605.ccs.bam'
 'm64076_200221_234426.ccs.bam']"	"['HG01361.HiFiEx_f2' 'HG01361.HiFiEx_f2' 'HG01361.HiFiEx_f2'
 'HG01361.HiFiEx_f2' 'HG01361.HiFiEx_f6']"	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	"['HiFi sequencing of 20kb fractionated gDNA'
 'HiFi sequencing of 20kb fractionated gDNA'
 'HiFi sequencing of 20kb fractionated gDNA'
 'HiFi sequencing of 20kb fractionated gDNA'
 'HiFi sequencing of 21kb fractionated gDNA']"	unaligned reads	g-TUBE	SageELF	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	[nan nan nan nan nan]	6505566.0	129995062425.0	129.99	46.2	48381.2	18101.6	19655.2	21501.2	18408.2	20016.2	21955.6																													
																														HG02572	"['m54329U_200319_002813.ccs.bam' 'm64076_200313_161705.ccs.bam'
 'm64076_200317_041201.ccs.bam' 'm64076_200318_103811.ccs.bam']"	HG02572.HiFiEx_f2	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 21kb fractionated gDNA	unaligned reads	g-TUBE	SageELF	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	[nan nan nan nan]	4809279.0	95890712247.0	95.88	46.0	50069.5	17863.0	19549.75	21641.75	18201.0	19982.25	22197.25																													
																														HG03516	"['m54329U_200610_234222.ccs.bam' 'm54329U_200612_200443.ccs.bam'
 'm54329U_200614_021746.ccs.bam' 'm54329U_200615_084313.ccs.bam']"	HG03516_HiFiEx_mix	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	g-TUBE	SageELF	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	[nan nan nan nan]	5882729.0	110246118135.0	110.25	48.25	50361.5	16609.25	18233.25	20302.75	16953.5	18691.0	20969.5																													
																														HG04204	"['m54329U_210507_224951-bc1003_BAK8A_OA.hifi_reads.bam'
 'm54329U_210514_222517-bc1003_BAK8A_OA.hifi_reads.bam'
 'm54329U_210517_210109-bc1003_BAK8A_OA.hifi_reads.bam'
 'm54329U_210519_065152-bc1003_BAK8A_OA.hifi_reads.bam'
 'm54329U_210520_213459-bc1003_BAK8A_OA.hifi_reads.bam']"	HG04204.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 24kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan nan nan]	6135891.0	119796101745.0	119.78	216.4	53855.2	16524.8	18764.8	21788.6	17054.6	19586.2	22817.8																													
																														HG04228	"['m54329U_210507_224951-bc1008_BAK8A_OA.hifi_reads.bam'
 'm54329U_210725_100455.hifi_reads.bam'
 'm64076_210617_050849.hifi_reads.bam'
 'm64076_210618_160639.hifi_reads.bam'
 'm64076_210620_030428.hifi_reads.bam']"	"['HG04228a.HFSS' 'HG04228.HFSS' 'HG04228.HFSS' 'HG04228.HFSS'
 'HG04228.HFSS']"	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	"['HiFi sequencing of 24kb fractionated gDNA'
 'HiFi sequencing of 19kb fractionated gDNA'
 'HiFi sequencing of 19kb fractionated gDNA'
 'HiFi sequencing of 19kb fractionated gDNA'
 'HiFi sequencing of 19kb fractionated gDNA']"	unaligned reads	Megaruptor 3	PippinHT	6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan nan nan]	6751959.0	129757037241.0	129.76	183.2	54908.6	16278.6	18639.0	21746.4	16880.8	19530.4	22845.0																													
																														HG02135	"['m54329U_210507_224951-bc1009_BAK8A_OA.hifi_reads.bam'
 'm54329U_210615_233707-bc1009_BAK8A_OA.hifi_reads.bam'
 'm54329U_210715_074913.hifi_reads.bam'
 'm64076_210529_081414.hifi_reads.bam'
 'm64076_210602_215048.hifi_reads.bam'
 'm64076_210719_222908.hifi_reads.bam']"	"['HG02135a.HFSS' 'HG02135a.HFSS' 'HG02135.HFSS3' 'HG02135.HFSS'
 'HG02135.HFSS' 'HG02135.HFSS3']"	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	"['HiFi sequencing of 20kb fractionated gDNA'
 'HiFi sequencing of 20kb fractionated gDNA'
 'HiFi sequencing of 24kb fractionated gDNA'
 'HiFi sequencing of 21kb fractionated gDNA'
 'HiFi sequencing of 21kb fractionated gDNA'
 'HiFi sequencing of 24kb fractionated gDNA']"	unaligned reads	Megaruptor 3	PippinHT	6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan nan nan nan]	6327857.0	111850231537.0	111.86	333.3333333333333	51530.16666666666	14804.166666666666	17012.5	19924.83333333333	15408.5	17877.166666666668	21012.0																													
																														HG02074	"['m54329U_210507_224951-bc1010_BAK8A_OA.hifi_reads.bam'
 'm54329U_210626_074001.hifi_reads.bam'
 'm54329U_210630_194237.hifi_reads.bam'
 'm64076_210630_101034.hifi_reads.bam']"	['HG02074a.HFSS' 'HG02074.HFSS' 'HG02074.HFSS' 'HG02074.HFSS']	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	"['HiFi sequencing of 20kb fractionated gDNA'
 'HiFi sequencing of 24kb fractionated gDNA'
 'HiFi sequencing of 24kb fractionated gDNA'
 'HiFi sequencing of 24kb fractionated gDNA']"	unaligned reads	Megaruptor 3	PippinHT	6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan nan]	5027941.0	97503544990.0	97.5	94.25	50413.25	16439.0	18391.25	21167.75	16857.75	19074.5	22102.25																													
																														HG02071	"['m54329U_210507_224951-bc1011_BAK8A_OA.hifi_reads.bam'
 'm64076_210604_225751.hifi_reads.bam'
 'm64076_210607_215041.hifi_reads.bam'
 'm64076_210609_084637.hifi_reads.bam']"	['HG02071a.HFSS' 'HG02071.HFSS' 'HG02071.HFSS' 'HG02071.HFSS']	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	"['HiFi sequencing of 22kb fractionated gDNA'
 'HiFi sequencing of 19kb fractionated gDNA'
 'HiFi sequencing of 19kb fractionated gDNA'
 'HiFi sequencing of 19kb fractionated gDNA']"	unaligned reads	Megaruptor 3	PippinHT	6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan nan]	5270953.0	100114034027.0	100.12	256.25	51732.25	16381.0	18634.25	21630.25	16923.75	19452.25	22652.5																													
