accession	study	bioproject_accession	biosample_accession	library_id	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	shear_method	size_selection	basecaller	basecaller_version	polymerase_version	seq_plate_chemistry_version	generator_facility	generator_contact	__index__filename	total_reads	total_bp	total_gbp	min	max	mean	quartile_25	quartile_50	quartile_75	n25	n50	n75	sample_id	path	production	data_type	notes	coverage	ntsm_score	index_sheet	assembly	deepconsensus_coverage	deepconsensus_filename	deepconsensus_path	ccs_algorithm	mm_tag	primrose_filename	mm_review	mm_remove	lima_version	lima_float_version	cell_type	iso_filename	platform_unit_1	platform_unit_2	barcode	iso_library_id	pbtrim_version	jasmine_version	refine_version	pool	similarity	check-flnc reads	seq_kit	basecaller_model	coverage_over_100kb	coverage_over_200kb	coverage_over_300kb	coverage_over_400kb	coverage_over_500kb	coverage_over_1mb	whales	sequencing_chemistry	library_construction_protocol	read_length	family_id	paternal_id	maternal_id	gender	phenotype	relationship	siblings	second_order	third_order	other_comments	phasing	in_working	manifest_aws_file_size	manifest_download_size	manifest_checksum	manifest_s3_source	manifest_gs_path	slurm_job_id	slurm_task_id	sample_ID	collection
SRR33469080																						12_02_24_R1041_UL_HPRC_HG03816_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG03816	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34949458																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01433/raw_data/hic/HG01433-1_FC1_S49_L003_R2_001.fastq.gz																																																																											HG01433	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949658																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19776/raw_data/hic/NA19776-2_FC2_S63_L003_R2_001.fastq.gz																																																																											NA19776	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949631																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA21144/raw_data/hic/NA21144-2_FC4_S46_L002_R2_001.fastq.gz																																																																											NA21144	HIC_Y3_Y4_part2_data_table__final.csv
																						HG03672-1_FC2_S11_L001_R2_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949579																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20346/raw_data/hic/NA20346-1_FC3_S59_L003_R1_001.fastq.gz																																																																											NA20346	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949561																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00350/raw_data/hic/HG00350-2_FC1_S32_L002_R1_001.fastq.gz																																																																											HG00350	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313824																						07_20_21_R941_HG02615_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
																						NA19131-1_FC2_S13_L001_R2_001.fastq.gz																																																																												HIC_Y3_Y4_part2_data_table__final.csv
SRR34899844																						HG04225-1_FC1_S23_L002_R1_001.fastq.gz																																																																											HG04225	HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949534																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03369/raw_data/hic/HG03369-1_FC4_S37_L002_R1_001.fastq.gz																																																																											HG03369	HIC_Y3_Y4_part2_data_table__final.csv
SRR31366930																						HG03453_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG03453	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR34949479																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00272/raw_data/hic/HG00272-2_FC2_S4_L001_R1_001.fastq.gz																																																																											HG00272	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949529																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03458/raw_data/hic/HG03458-1_FC1_S52_L003_R2_001.fastq.gz																																																																											HG03458	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497597																						10_10_23_R1041_HPRC_HG03103_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG03103	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR29497387																						09_06_23_R1041_HPRC_HG00106_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG00106	UCSC_HPRC_nanopore_Year4_data_table__final.csv
																						HG03343-1_FC1_S17_L002_R2_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949605																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02083/raw_data/hic/HG02083-2_FC3_S77_L004_R2_001.fastq.gz																																																																											HG02083	HIC_Y3_Y4_part2_data_table__final.csv
SRR29483262																						m84046_230728_195023_s2.hifi_reads.bc2095.bam																																																																											HG03778	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR33469151																						11_12_24_R1041_UL_HPRC_HG02071_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG02071	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34949413																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19131/raw_data/hic/NA19131-2_FC1_S21_L001_R1_001.fastq.gz																																																																											NA19131	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313829																						07_27_21_R941_HG03654_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949422																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18879/raw_data/hic/NA18879-1_FC4_S7_L001_R2_001.fastq.gz																																																																											NA18879	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949572																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20762/raw_data/hic/NA20762-1_FC1_S27_L002_R1_001.fastq.gz																																																																											NA20762	HIC_Y3_Y4_part2_data_table__final.csv
SRR29396880																						m84081_231222_081401_s1.hifi_reads.bc2004.bam																																																																											HG03919	WUSTL_HPRC_HiFi_Year4_data_table__final.csv
SRR29396877																						m84081_231222_121301_s3.hifi_reads.bc2004.bam																																																																											HG03919	WUSTL_HPRC_HiFi_Year4_data_table__final.csv
SRR29497396																						09_12_23_R1041_HPRC_NA20818_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA20818	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR29497443																						10_17_23_R1041_HPRC_HG00258_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG00258	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR31367210																						HG03516_PAK42746_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG03516	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29405843																						m84091_230629_184115_s3.hifi_reads.bc1003.bam																																																																											HG00867	RU_Y4_data_table__final.csv
SRR29405837																						m84091_230712_180444_s4.hifi_reads.bc1018.bam																																																																											HG00243	RU_Y4_data_table__final.csv
SRR34949402																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-2_FC3_S57_L003_R1_001.fastq.gz																																																																											NA19682	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949635																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA21144/raw_data/hic/NA21144-1_FC4_S45_L002_R1_001.fastq.gz																																																																											NA21144	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313828																						07_27_21_R941_HG03669_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949612																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02083/raw_data/hic/HG02083-1_FC1_S74_L004_R1_001.fastq.gz																																																																											HG02083	HIC_Y3_Y4_part2_data_table__final.csv
SRR29483206																						m84046_230722_180255_s3.hifi_reads.bc2080.bam																																																																											HG03136	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR29497517																						01_23_24_R1041_HPRC_HG03445_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG03445	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34949593																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02668/raw_data/hic/HG02668-1_FC2_S47_L003_R1_001.fastq.gz																																																																											HG02668	HIC_Y3_Y4_part2_data_table__final.csv
SRR33469176																						12_09_24_R1041_UL_HPRC_HG04204_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG04204	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34949685																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03704/raw_data/hic/HG03704-1_FC3_S71_L004_R1_001.fastq.gz																																																																											HG03704	HIC_Y3_Y4_part2_data_table__final.csv
SRR31367050																						HG01071_PAM53513_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01071	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR34949466																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01261/raw_data/hic/HG01261-1_FC2_S79_L004_R1_001.fastq.gz																																																																											HG01261	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949379																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA21102/raw_data/hic/NA21102-2_FC1_S19_L001_R2_001.fastq.gz																																																																											NA21102	HIC_Y3_Y4_part2_data_table__final.csv
SRR34899870																						HG03108-2_FC2_S28_L003_R1_001.fastq.gz																																																																											HG03108	HPRC-OmniC-100124Pools_data_table__final.csv
SRR29497327																						08_29_23_R1041_HPRC_HG01798_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG01798	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34949537																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03369/raw_data/hic/HG03369-1_FC2_S37_L002_R1_001.fastq.gz																																																																											HG03369	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949460																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01261/raw_data/hic/HG01261-2_FC4_S81_L004_R2_001.fastq.gz																																																																											HG01261	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949461																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01261/raw_data/hic/HG01261-2_FC3_S81_L004_R1_001.fastq.gz																																																																											HG01261	HIC_Y3_Y4_part2_data_table__final.csv
SRR33469149																						11_18_24_R1041_UL_HPRC_HG02135_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG02135	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34949400																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20827/raw_data/hic/NA20827-1_FC3_S23_L002_R1_001.fastq.gz																																																																											NA20827	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949526																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03458/raw_data/hic/HG03458-1_FC4_S52_L003_R1_001.fastq.gz																																																																											HG03458	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949499																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18565/raw_data/hic/NA18565-2_FC4_S17_L001_R2_001.fastq.gz																																																																											NA18565	HIC_Y3_Y4_part2_data_table__final.csv
																						HG01374-1_FC2_S35_L003_R2_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR29497483																						09_12_23_R1041_HPRC_HG01766_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG01766	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34899867																						HG03343-2_FC1_S18_L002_R1_001.fastq.gz																																																																											HG03343	HPRC-OmniC-100124Pools_data_table__final.csv
