accession	study	bioproject_accession	biosample_accession	filename	library_ID	library_strategy	library_source	platform	instrument_model	design_description	generator_facility	generator_contact	assembly	data_type	filetype	library_layout	library_selection	shear_method	title	total_bp	coverage	ntsm_score	ntsm_result	total_Gbp	sample_ID
SRR30242516	SRP305758	PRJNA701308	SAMN33621961	NA18971-2_S11_L001_R1_001.fastq.gz	NA18971-2_S11_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18971	11529545009	3.72	0.599769	Similar	11.529545009	NA18971
SRR30242515	SRP305758	PRJNA701308	SAMN33621961	NA18971-2_S11_L002_R1_001.fastq.gz	NA18971-2_S11_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18971	11808316315	3.81	0.578065	Similar	11.808316315	NA18971
SRR30242514	SRP305758	PRJNA701308	SAMN33621961	NA18971-2_S11_L003_R1_001.fastq.gz	NA18971-2_S11_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18971	11178435722	3.61	0.577688	Similar	11.178435722	NA18971
SRR30242513	SRP305758	PRJNA701308	SAMN33621961	NA18971-2_S11_L004_R1_001.fastq.gz	NA18971-2_S11_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18971	11452546788	3.69	0.609274	Similar	11.452546788	NA18971
SRR30242512	SRP305758	PRJNA701308	SAMN33758798	NA18983-1_S4_L001_R1_001.fastq.gz	NA18983-1_S4_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18983	9242082335	2.98	0.625452	Similar	9.242082335	NA18983
SRR30242511	SRP305758	PRJNA701308	SAMN33758798	NA18983-1_S4_L002_R1_001.fastq.gz	NA18983-1_S4_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18983	10113221981	3.26	0.611177	Similar	10.113221981	NA18983
SRR30242510	SRP305758	PRJNA701308	SAMN33758798	NA18983-1_S4_L003_R1_001.fastq.gz	NA18983-1_S4_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18983	10114463682	3.26	0.617873	Similar	10.114463682	NA18983
SRR30242509	SRP305758	PRJNA701308	SAMN33758798	NA18983-1_S4_L004_R1_001.fastq.gz	NA18983-1_S4_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18983	9990030775	3.22	0.612165	Similar	9.990030775	NA18983
SRR30242508	SRP305758	PRJNA701308	SAMN33758798	NA18983-2_S12_L001_R1_001.fastq.gz	NA18983-2_S12_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18983	7423144968	2.39	0.675966	Similar	7.423144968	NA18983
SRR30242507	SRP305758	PRJNA701308	SAMN33758798	NA18983-2_S12_L002_R1_001.fastq.gz	NA18983-2_S12_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18983	8040954772	2.59	0.663478	Similar	8.040954772	NA18983
SRR30242505	SRP305758	PRJNA701308	SAMN33758798	NA18983-2_S12_L003_R1_001.fastq.gz	NA18983-2_S12_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18983	8042818109	2.59	0.643436	Similar	8.042818109	NA18983
SRR30242504	SRP305758	PRJNA701308	SAMN33758798	NA18983-2_S12_L004_R1_001.fastq.gz	NA18983-2_S12_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18983	7923211922	2.56	0.659335	Similar	7.923211922	NA18983
SRR30242193	SRP305758	PRJNA701308	SAMN33758799	NA19043-1_S2_L001_R1_001.fastq.gz	NA19043-1_S2_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19043	13298864748	4.29	0.551493	Similar	13.298864748	NA19043
SRR30242192	SRP305758	PRJNA701308	SAMN33758799	NA19043-1_S2_L002_R1_001.fastq.gz	NA19043-1_S2_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19043	13393992269	4.32	0.57845	Similar	13.393992269	NA19043
SRR30242455	SRP305758	PRJNA701308	SAMN33758799	NA19043-1_S2_L003_R1_001.fastq.gz	NA19043-1_S2_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19043	13235899441	4.27	0.536203	Similar	13.235899441	NA19043
SRR30242212	SRP305758	PRJNA701308	SAMN33758799	NA19043-1_S2_L004_R1_001.fastq.gz	NA19043-1_S2_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19043	12727345287	4.11	0.568374	Similar	12.727345287	NA19043
SRR30242211	SRP305758	PRJNA701308	SAMN33758799	NA19043-2_S10_L001_R1_001.fastq.gz	NA19043-2_S10_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19043	18017491417	5.81	0.57131	Similar	18.017491417	NA19043
SRR30242210	SRP305758	PRJNA701308	SAMN33758799	NA19043-2_S10_L002_R1_001.fastq.gz	NA19043-2_S10_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19043	18268555097	5.89	0.575995	Similar	18.268555097	NA19043
SRR30242209	SRP305758	PRJNA701308	SAMN33758799	NA19043-2_S10_L003_R1_001.fastq.gz	NA19043-2_S10_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19043	17481085109	5.64	0.538242	Similar	17.481085109	NA19043
SRR30242208	SRP305758	PRJNA701308	SAMN33758799	NA19043-2_S10_L004_R1_001.fastq.gz	NA19043-2_S10_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19043	17147769724	5.53	0.533142	Similar	17.147769724	NA19043
SRR30242206	SRP305758	PRJNA701308	SAMN33758799	NA19043-2_S10i_L001_R1_001.fastq.gz	NA19043-2_S10i_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19043	42445471726	13.69	0.450461	Similar	42.445471726	NA19043
SRR30242205	SRP305758	PRJNA701308	SAMN33758799	NA19043-2_S10i_L002_R1_001.fastq.gz	NA19043-2_S10i_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19043	47194300396	15.22	0.458555	Similar	47.194300396	NA19043
SRR30242204	SRP305758	PRJNA701308	SAMN33758799	NA19043-2_S10i_L003_R1_001.fastq.gz	NA19043-2_S10i_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19043	40218516326	12.97	0.507915	Similar	40.218516326	NA19043
SRR30242203	SRP305758	PRJNA701308	SAMN33758799	NA19043-2_S10i_L004_R1_001.fastq.gz	NA19043-2_S10i_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19043	34446361258	11.11	0.509102	Similar	34.446361258	NA19043
SRR30242202	SRP305758	PRJNA701308	SAMN37797087	NA19087-1_S7_L001_R1_001.fastq.gz	NA19087-1_S7_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19087	11718103219	3.78	0.612259	Similar	11.718103219	NA19087
SRR30242201	SRP305758	PRJNA701308	SAMN37797087	NA19087-1_S7_L002_R1_001.fastq.gz	NA19087-1_S7_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19087	12802197777	4.13	0.609764	Similar	12.802197777	NA19087
SRR30242200	SRP305758	PRJNA701308	SAMN37797087	NA19087-1_S7_L003_R1_001.fastq.gz	NA19087-1_S7_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19087	12815141373	4.13	0.601135	Similar	12.815141373	NA19087
SRR30242199	SRP305758	PRJNA701308	SAMN37797087	NA19087-1_S7_L004_R1_001.fastq.gz	NA19087-1_S7_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19087	12664445294	4.09	0.622165	Similar	12.664445294	NA19087
SRR30242198	SRP305758	PRJNA701308	SAMN37797087	NA19087-2_S15_L001_R1_001.fastq.gz	NA19087-2_S15_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19087	14053826809	4.53	0.584413	Similar	14.053826809	NA19087
SRR30242197	SRP305758	PRJNA701308	SAMN37797087	NA19087-2_S15_L002_R1_001.fastq.gz	NA19087-2_S15_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19087	15206352036	4.91	0.588101	Similar	15.206352036	NA19087
SRR30242195	SRP305758	PRJNA701308	SAMN37797087	NA19087-2_S15_L003_R1_001.fastq.gz	NA19087-2_S15_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19087	15198648480	4.9	0.589067	Similar	15.19864848	NA19087
SRR30242194	SRP305758	PRJNA701308	SAMN37797087	NA19087-2_S15_L004_R1_001.fastq.gz	NA19087-2_S15_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19087	15021715870	4.85	0.566336	Similar	15.02171587	NA19087
SRR30242435	SRP305758	PRJNA701308	SAMN37797088	NA19120-1_S5_L001_R1_001.fastq.gz	NA19120-1_S5_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19120	16029493671	5.17	0.541936	Similar	16.029493671	NA19120
SRR30242434	SRP305758	PRJNA701308	SAMN37797088	NA19120-1_S5_L002_R1_001.fastq.gz	NA19120-1_S5_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19120	16217741508	5.23	0.563837	Similar	16.217741508	NA19120
SRR30242433	SRP305758	PRJNA701308	SAMN37797088	NA19120-1_S5_L003_R1_001.fastq.gz	NA19120-1_S5_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19120	15742401699	5.08	0.545486	Similar	15.742401699	NA19120
SRR30242454	SRP305758	PRJNA701308	SAMN37797088	NA19120-1_S5_L004_R1_001.fastq.gz	NA19120-1_S5_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19120	15341183111	4.95	0.587746	Similar	15.341183111	NA19120
SRR30242453	SRP305758	PRJNA701308	SAMN37797088	NA19120-2_S13_L001_R1_001.fastq.gz	NA19120-2_S13_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19120	21808416507	7.03	0.530724	Similar	21.808416507	NA19120
SRR30242452	SRP305758	PRJNA701308	SAMN37797088	NA19120-2_S13_L002_R1_001.fastq.gz	NA19120-2_S13_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19120	22222196021	7.17	0.534757	Similar	22.222196021	NA19120
SRR30242451	SRP305758	PRJNA701308	SAMN37797088	NA19120-2_S13_L003_R1_001.fastq.gz	NA19120-2_S13_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19120	20639411200	6.66	0.5267	Similar	20.6394112	NA19120
SRR30242450	SRP305758	PRJNA701308	SAMN37797088	NA19120-2_S13_L004_R1_001.fastq.gz	NA19120-2_S13_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19120	20951317422	6.76	0.516312	Similar	20.951317422	NA19120
SRR30242448	SRP305758	PRJNA701308	SAMN37797088	NA19120-2_S13i_L001_R1_001.fastq.gz	NA19120-2_S13i_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19120	52270389803	16.86	0.461663	Similar	52.270389803	NA19120
SRR30242447	SRP305758	PRJNA701308	SAMN37797088	NA19120-2_S13i_L002_R1_001.fastq.gz	NA19120-2_S13i_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19120	55926147946	18.04	0.484363	Similar	55.926147946	NA19120
SRR30242446	SRP305758	PRJNA701308	SAMN37797088	NA19120-2_S13i_L003_R1_001.fastq.gz	NA19120-2_S13i_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19120	47200415951	15.23	0.460326	Similar	47.200415951	NA19120
SRR30242445	SRP305758	PRJNA701308	SAMN37797088	NA19120-2_S13i_L004_R1_001.fastq.gz	NA19120-2_S13i_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19120	40634736086	13.11	0.505864	Similar	40.634736086	NA19120
SRR30242444	SRP305758	PRJNA701308	SAMN37797089	NA19159-1_S8_L001_R1_001.fastq.gz	NA19159-1_S8_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19159	14067634876	4.54	0.566407	Similar	14.067634876	NA19159
SRR30242443	SRP305758	PRJNA701308	SAMN37797089	NA19159-1_S8_L002_R1_001.fastq.gz	NA19159-1_S8_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19159	15323640450	4.94	0.566578	Similar	15.32364045	NA19159
SRR30242442	SRP305758	PRJNA701308	SAMN37797089	NA19159-1_S8_L003_R1_001.fastq.gz	NA19159-1_S8_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19159	15330334190	4.95	0.608204	Similar	15.33033419	NA19159
SRR30242441	SRP305758	PRJNA701308	SAMN37797089	NA19159-1_S8_L004_R1_001.fastq.gz	NA19159-1_S8_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19159	15198062363	4.9	0.589573	Similar	15.198062363	NA19159
SRR30242440	SRP305758	PRJNA701308	SAMN37797089	NA19159-2_S16_L001_R1_001.fastq.gz	NA19159-2_S16_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19159	16324115791	5.27	0.554173	Similar	16.324115791	NA19159
SRR30242439	SRP305758	PRJNA701308	SAMN37797089	NA19159-2_S16_L002_R1_001.fastq.gz	NA19159-2_S16_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19159	17806607760	5.74	0.575919	Similar	17.80660776	NA19159
SRR30242437	SRP305758	PRJNA701308	SAMN37797089	NA19159-2_S16_L003_R1_001.fastq.gz	NA19159-2_S16_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19159	17808457755	5.74	0.535619	Similar	17.808457755	NA19159
SRR30242436	SRP305758	PRJNA701308	SAMN37797089	NA19159-2_S16_L004_R1_001.fastq.gz	NA19159-2_S16_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19159	17582589136	5.67	0.548013	Similar	17.582589136	NA19159
SRR30242295	SRP305758	PRJNA701308	SAMN37797090	NA19185-1_S17_L001_R1_001.fastq.gz	NA19185-1_S17_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19185	12257135185	3.95	0.618567	Similar	12.257135185	NA19185
SRR30242294	SRP305758	PRJNA701308	SAMN37797090	NA19185-1_S17_L002_R1_001.fastq.gz	NA19185-1_S17_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19185	13073641404	4.22	0.609886	Similar	13.073641404	NA19185
SRR30242293	SRP305758	PRJNA701308	SAMN37797090	NA19185-1_S17_L003_R1_001.fastq.gz	NA19185-1_S17_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA19185	13085456563	4.22	0.586516	Similar	13.085456563	NA19185
